100001;TENSAPOL L 61                           ;
100010;AGUA POTAVEL                            ;
100016;NEOMICINA SULFATO MICRONIZADO           ;
100017;ESTREPTOMICINA SULFATO 98%              ;
100050;PROPILENOGLICOL 100%                    ;
100052;SIPERNAT 22                             ;
100058;QUATERCAP L-100                         ;
100060;AGUA OXIGENADA PEROXIDO HIDROGENIO 50%  ;
100100;PROCESSADO TOPMIX (REPROCESSO)          ;
100110;POLIOL POLIETER ARCOL F-3040            ;
100112;POLIOL PPG 1000                         ;
100121;CLORIDRATO DE CLOREXIDINA 98 A 99%      ;
100137;TEXAPON ZACD LAURIL SULF.SODIO 90%      ;
100151;OXITETRACICLINA BASE 98%                ;
100160;GOMA XANTANA                            ;
100165;ULTRANEX NP 60                          ;
100170;ULTRANEX NP 95                          ;
100175;AMIDA 90                                ;
100180;REXAPON 165                             ;
100185;QUARC CB 50 ONU 1760 LIQ.COR. N.E.8 II  ;
100220;1000 NS50096 - PROTEASE ACIDA           ;
100231;TYLAN PREMIX G-250                      ;
100253;KAMORAN INTERMEDIARIO                   ;
100263;KAMORAN INTERMEDIARIO COSAN             ;
100269;KAMORAN                                 ;
100277;KAMORAN WP                              ;
100300;SORBITOL 70%                            ;
100301;CORSTAN                                 ;
100302;SURMAX 100                              ;
100307;FERMOCEL                                ;
100320;GEROPON SDS                             ;
100322;APRALAN SOLUVEL                         ;
100330;HIPOCLORITO DE SODIO 2,5%               ;
100350;TYLAN SOLUVEL                           ;
100402;SULFATO APRAMICINA FLUID SECO           ;
100421;ELANCELL                                ;
100786;EXTRATO DE SEMENTE POMELO               ;
100834;VIRGINIAMICINA 98%                      ;
100835;VIRGINIAMICINA 50% / STAFAC 500         ;
100836;TIXOSIL 333                             ;
100837;MASTER LEITE                            ;
100838;MONENSINA SODICA 40%                    ;
100868;PENICILINA V POTASSICA 98%              ;
150480;FERMOPLUS DESTILLER MZ                  ;
150481;FERMOL DESTILLER MZ                     ;
190000;SACHE 500 ML                            ;
190001;SACO ZIP 5X7X0,008                      ;
190002;FITA TEFLON PURO BRANCO 40MMX0,5MMX20M  ;
190003;CORREIA EMBORRACHADA 682X40(CINZA)      ;
190004;RIBBON VR.CERA RESINA MED. (165X450)MM  ;
190005;ETIQ. BOPP ADESIVO MED.(150X300)MM T    ;
190010;CAIXA ISOPOR 1/2 LT                     ;
190011;CAIXA ISOPOR 12 LTS                     ;
190012;CAIXA ISOPOR 9 LT                       ;
190013;CAIXA ISOPOR 40 LT                      ;
190015;CAIXA PAPELAO EXPORTACAO KIT SP01       ;
190020;SACO PLASTICO 15X25X0.10                ;
190021;SACO PLASTICO 40X60X0.20                ;
190022;SACO PLASTICO 90X150X0.15               ;
190030;SACOLAS PLASTICAS FRONTLINE             ;
190040;CAIXA PAPELAO SEDEX TIMBRADA GRD.       ;
190041;CLICHE 01 COR CAIXA TIMBRADA            ;
190042;CAIXA PAPELAO SEDEX TIMBRADA PEQ.03.    ;
190050;FITA PLASTICA BRANCA MERIAL 50X5        ;
190055;COLA 90 GRAMAS                          ;
190060;LACRE PLASTICO 26CM PERSONALIZADO AZUL  ;
190092;BOMBONA RECUPERADA 25LT                 ;
190101;FILME HIDROSSOLUVEL                     ;
190102;BOBINA FILME HIDROSSOLUVEL KA 40 AICELLO;
190103;FITA TEFLON FIBRA VIDRO MARROM 60MMX30MX;
190104;FITA TEFLON ADES PTFE PURO ESP 0,5X40X15;
190110;SACO PLASTICO 30X50X0.20                ;
190115;BOMBONA 25 LTEM PE NATURAL HOMOLOGADA   ;
190126;BOMBONA 25LT VIRGEM PE AZUL HOMOL1300 GR;
190127;BOBINA FILME HIDROSSOLUVEL M.IMPEX      ;
190130;ABRACADEIRA                             ;
190140;DOSADOR P/SACCHARAN                     ;
190145;TAMPA AGRO 63 REF AZUL C/VALVULA GORE 17;
190150;SACO DE POLIETILENO LISO 80X150X0,40    ;
190170;ROTULO CAIXA 3PPM                       ;
190180;BOBINA HIDROSSOLUVEL VF H6 35 MICRAS    ;
190200;EMBALAGEM AMOSTRA 43050                 ;
190201;POTE AMOSTRA 43050                      ;
190230;CAIXA PAPELAO TIPO EXPORTACAO SP24 4GV  ;
190300;FITA ADESIVA QUIMICA REAL 50MMX100M     ;
190310;ETIQUETA LASER (PIMACO) N§1 REF. 6185   ;
190311;ETIQUETA PERSONALIZADA QR 18X69         ;
190312;POTE 250ML TRANSPARENTE PRAFESTA        ;
190313;POTE AMOSTRA 31025/CAP 31 25GRS C/TAMPA ;
190314;ETIQUETA TERM COD BARRA 105X105MM RL500 ;
190315;ETIQUETA TERM TP 80 60X40MM ROLO 550    ;
190400;BIG BAG                                 ;
190401;BULA KAMORAN WP 500G                    ;
190402;CAIXA PAPELAO KAMORAN                   ;
190403;CAIXA PAPELAO KAMORAN WP                ;
190404;CAIXA PAPELAO CORSTAN                   ;
190405;SACO PE LEI I KAMORAN ZIP BAG IMPRESSO  ;
190406;SACO PE LEI I KAMORAN WP ZIP BAG IMPRESS;
190407;SACO PE LEI I CORSTAN ZIP BAG IMPRESSO  ;
190408;SACO PE LEI I S/ZIP KAMORAN - EXPORTACAO;
190409;SACO AMOSTRA PEBD TRANSP.IMP 17X28X0,18 ;
190410;BULA KAMORAN                            ;
190501;POTE DE 500ML PRAFESTA                  ;
191009;ROTULO ELANCELL                         ;
191010;ROTULO BACGRAN                          ;
191011;ROTULO CHL QR                           ;
191012;ROTULO VIP QR 50                        ;
191013;ROTULO TOPMIX                           ;
191014;ROTULO EL 02                            ;
191015;ROTULO SPECTRAN                         ;
191016;ROTULO FERMENTUM                        ;
191019;ROTULO VIP QR                           ;
191020;ROTULO HJ GOLD                          ;
191021;ROTULO FERMENTUM (NAO USAR)             ;
191100;SACO PE LEI I TOPMIX                    ;
191110;EMBALAGEM TOPMIX EL-01 CX 10            ;
191120;SACO PE LEI I HJ GOLD                   ;
191130;SACARIA SACCHARAN 500 GR                ;
191140;SACO PE LEI I SPECTRAN                  ;
191150;SACO PE LEI I VIP QR                    ;
191160;SACO PE LEI I BACGRAN                   ;
191190;SACO PE LEI I CHL - QR                  ;
191191;SACO PE LEI I VIP QR 50                 ;
191192;SACO PE LEI I KG QR - FERMENTUM         ;
191200;POTE EL-02 450 GRS                      ;
191210;ABRACADEIRA P/EMBALAGENS                ;
191250;EMBALAGEM BACGRAN (1KG)                 ;
191260;POTE BACGRAN (500GR)                    ;
191300;CAIXA TIMBRADA 10 KG                    ;
191310;EMBALAGEM SPECTRAN CX 10 KG             ;
191315;BOBINA PAPEL KRAFT 0,40M                ;
191400;SACHE 500ML                             ;
191420;EMBALAGEM ELANCELL SC 20 KG             ;
191500;CAIXA ISOPOR PM1810 40 L                ;
191501;EMBALAGEM AMOSTRA 43050                 ;
191502;EMBALAGEM AMOSTRA 951000                ;
191503;CAIXA ISOPOR 3L                         ;
191504;CAIXA ISOPOR 1/2 L                      ;
191505;CAIXA PAPELAO EXPORTACAO SP24 4GV       ;
191510;EMBALAGEM HJ GOLD 10 KG                 ;
191600;POTE SACCHARAN 100 GRS                  ;
191601;EMBALAGEM SACCHARAN 1 KG                ;
191602;EMBALAGEM SACCHARAN 10 KG               ;
191690;SACO PL BD LEITOSO TRATADO 21X32X0,10   ;
191699;ROTULO CX EMBALAGEM FITA                ;
191700;SACO PLASTICO LEITOSO TRATADO 21X32X0,10;
191701;EMBALAGEM DEFLOC-QR1                    ;
191702;SACO PLASTICO LEITOSO 40x60x0,15        ;
191710;SACO PLASTICO 30X50X0.10                ;
191800;EMBALAGEM VIP - QR 10 KG                ;
191850;EMBALAGEM VIP QR 50 - 10 KG             ;
191851;EMBALAGEM VIP QR 50 - 1 KG              ;
191900;EMBALAGEM CHL-QR 500 GR                 ;
192000;EMBALAGEM KG QR - 10 KG                 ;
199480;VAGO                                    ;
199481;SACO POLIETILENO 65X1,20X1,50           ;
400269;KAMORAN 10 KG                           ;
400270;KAMORAN 1 KG                            ;
400271;KAMORAN 500 GR                          ;
400274;CORSTAN 10 KG                           ;
400277;KAMORAN WP 10 KG                        ;
400301;CORSTAN 1 KG                            ;
400302;SURMAX 100                              ;
702020;BETABIO 45 - EXTRATO LUPULO             ;
801120;APARELHO TELEFONE MOTOROLA V235         ;
801121;APARELHO TELEFONE PALM TREO 650SD       ;
801122;CHIP PLANO CORPORATIVO - CLARO          ;
801160;COMPUTADOR LENOVO L1BLXKK               ;
801161;MONITOR 15" AOC 32686DA018445           ;
801162;MONITOR 15" AOC 32688DA000951           ;
804050;FICHA DE CONTROLE DE CLIENTE MERIAL     ;
811003;IMPRESSORA HP LASERJET 1200             ;
811006;RELOGIO DE PONTO ELETRONICO MICRODIN    ;
811007;CELTA PLACA HEA 1545                    ;
811008;CELTA PLACA HDD 4736                    ;
811011;VITRINE REFRIGERADORA VERTICAL BRANCA   ;
811012;VITRINE REGRIGERADORA VERTICAL BRANCA   ;
811034;COMPUTADOR PIV / HD 160GB / MEM 1GB     ;
811035;COMPUTADOR PIV/80GB/MEM 1GB             ;
811036;MONITOR SAMSUNG CRT 15"                 ;
811037;COMPUTADOR PIV/40GB/MEM 512MB           ;
811038;MONITOR AOC CRT 17"                     ;
811039;COMPUTADOR PIV/30GB/512MB               ;
811040;MONITOR PROVIEW CRT 15"                 ;
811041;COMPUTADOR PIV/20GB/512MB               ;
811042;COMPUTADOR PIV/80GB/MEM 512MB           ;
811043;MONITOR PHILIPS 15"                     ;
811044;MONITOR SAMSUNG LCD 15"                 ;
811050;NOTEBOOK HP G60-143CL                   ;
811100;NOTEBOOK ACER TRAVELMATE 2304LCi        ;
811101;RESERVATORIO ACO INOX 304/14MED.1000X700;
811110;LACTMETRO ACCUTREND PLUS COBAS - ROCHE  ;
811150;HONDA CIVIC SEDAN 4P 2008 PLACA HHX-4497;
811200;LINCOLN 2011 MKT AWDSW/WHITE PLATINUM   ;
811306;BEBEDOURO AGUAMASTER DE PRESSAO 127V    ;
811600;COLETOR DE DADOS BIOPOINT II            ;
814011;CAPUZ BRIM BRANCO P/ FABRICA            ;
817002;FIAT SIENA ESSENCE 1.6 2012 HIM-8132    ;
001000;BIONAT-100                              ;
001100;TOPMIX (1KG)                            ;
001102;TOPMIX (FRASCO)                         ;
001110;TOPMIX (10KG)                           ;
001200;EL-02 (450 GR)                          ;
001202;EL-02 (FRASCO)                          ;
001250;BACGRAN (1KG)                           ;
001260;BACGRAN (500GR)                         ;
001300;SPECTRAN 100E (1KG)                     ;
001302;SPECTRAN 100E (FRASCO)                  ;
001310;SPECTRAN 100E (10KG)                    ;
001332;CORSTAN (FRASCO)                        ;
001400;ELANCELL (1KG)                          ;
001420;ELANCELL (20KG)                         ;
001421;ELANCELL (5KG)                          ;
001500;HJ GOLD (1KG)                           ;
001502;HJ GOLD (FRASCO)                        ;
001510;HJ GOLD (10KG)                          ;
001600;SACCHARAN (100GR)                       ;
001601;SACCHARAN (1KG)                         ;
001602;SACCHARAN (10KG)                        ;
001700;DEFLOC-QR (10KG)                        ;
001701;DEFLOC-QR (1KG)                         ;
001800;VIP-QR (10KG)                           ;
001850;VIP-QR 50 (10KG)                        ;
001851;VIP-QR 50 (1KG)                         ;
001900;CHL-QR (10KG)                           ;
001990;FERMENTUM (1KG)                         ;
002000;KG QR (10KG) FERMENTUM                  ;
003000;OXATIL QR61 BOMBONA 200KG (NAO USAR)    ;
003100;OXATIL QR60 BOMBONA 200KG (NAO USAR)    ;
003200;BIORIGANUM CT (NAO USAR)                ;
003300;BIOXATIL QR70 BOMBONA 200KG (NAO USAR)  ;
003325;BIOXATIL QR70 BOMBONA 25KG (NAO USAR)   ;
003350;BIOXATIL QR70 BOMBONA 50KG (NAO USAR)   ;
005010;DECID 500 AM (NAO USAR)                 ;
005020;DECID 500 AF (NAO USAR)                 ;
005030;DECID 500 AG (NAO USAR)                 ;
008100;BIORIGANUM CT                           ;
008150;BIORIGANUM PQR007                       ;
008160;BIORIGANUM K-120                        ;
008200;BIORIGANUM TS                           ;
008300;APRATIL -80 BOMBONA 50LT                ;
008301;APRATIL -80 LT                          ;
008351;BIO-01                                  ;
008352;BIO-02                                  ;
008353;BIO-03                                  ;
008354;BIO-04                                  ;
008355;BIO-05                                  ;
008356;BIO-06                                  ;
008361;SUG-01                                  ;
008362;SUG-02                                  ;
008363;SUG-03                                  ;
008371;BEE-01                                  ;
008372;BEE-01 KG                               ;
008381;DESPUME 01                              ;
008382;DESPUME 02                              ;
008383;DESPUME 03                              ;
008420;ACIDO BENZOICO (NAO USAR) 22/10/2010    ;
008451;BIO-01 KG                               ;
008453;BIO-03 KG                               ;
008461;SUG-01 KG                               ;
008471;TPB-01 KG                               ;
008472;TPB-02 KG                               ;
008473;TPB-03 KG                               ;
008480;BIO-TPB                                 ;
008640;OXATIL QR640                            ;
008650;OXATIL QR650                            ;
008700;KAMORAN LIQUIDO                         ;
008701;PASTA BASICA - KAMORAN LIQUIDO          ;
008800;HJ EMULSAO                              ;
010000;OXATIL QR60 BOMBONA 200KG               ;
010010;OXATIL QR60                             ;
010025;OXATIL QR60 BOMBONA 25KG                ;
010050;OXATIL QR60 BOMBONA 50KG                ;
010100;OXATIL QR61 BOMBONA 200KG               ;
010125;OXATIL QR61 BOMBONA 25KG                ;
010150;OXATIL QR61 BOMBONA 50KG                ;
010200;BIOXATIL QR70 HIBRIDO BOMBONA 200KG     ;
010220;BIOXATIL QR70 HIBRIDO BOMBONA 20KG      ;
010225;BIOXATIL QR70 HIBRIDO BOMBONA 25KG      ;
010250;BIOXATIL QR70 HIBRIDO BOMBONA 50KG      ;
010270;BIOXATIL QR73                           ;
010300;OXATIL QR62 AP BOMBONA 200KG            ;
010320;OXATIL QR62 AP BOMBONA 20KG             ;
010350;OXATIL QR62 AP BOMBONA 50KG             ;
010400;OXATIL QR63 BOMBONA 200KG               ;
010420;OXATIL QR63 BOMBONA 20KG                ;
010450;OXATIL QR63 BOMBONA 50KG                ;
010500;BIOXATIL QR71 PLUS AP BOMBONA 200KG     ;
010520;BIOXATIL QR71 PLUS AP BOMBONA 20KG      ;
010600;BIOXATIL QR72 PLUS BOMBONA 200KG        ;
010620;BIOXATIL QR72 PLUS BOMBONA 20KG         ;
010640;OXATIL QR640                            ;
010642;OXATIL QR640 BOMBONA 200KG              ;
010650;OXATIL QR650                            ;
010652;OXATIL QR650 BOMBONA 200KG              ;
010700;OXATIL QR620 AP                         ;
010720;OXATIL QR620 AP BOMBONA 200KG           ;
010800;OXATIL QR630                            ;
010820;OXATIL QR630 BOMBONA 200KG              ;
011000;BIOXATIL QR70 HIBRIDO                   ;
011010;BIOXATIL QR71 PLUS AP                   ;
011020;BIOXATIL QR72 PLUS                      ;
011100;POLIOXATIL QR50                         ;
011150;POLIOXATIL QR50 BOMBONA 50KG            ;
011200;POLIOXATIL QR50 BOMBONA 200KG           ;
012000;OXATIL QR61                             ;
012010;OXATIL QR62 AP                          ;
012020;OXATIL QR63                             ;
100001;TENSAPOL L 61                           ;
100002;ETANOL                                  ;
100003;ALCOR 0812C                             ;
100005;ACIDO CINAMICO 99%                      ;
100010;AGUA POTAVEL                            ;
100015;OLEO DE SOJA REFINADO                   ;
100016;NEOMICINA SULFATO MICRONIZADO           ;
100017;ESTREPTOMICINA SULFATO                  ;
100020;CITRIK L - 100                          ;
100025;PRAIDMUL EBSA                           ;
100030;FORMOL EST 37%                          ;
100035;PMX 0156 SILANOL FLUID 200              ;
100040;ACIDO BENZOICO                          ;
100045;PERKASIL SM 660                         ;
100050;PROPILENOGLICOL 100%                    ;
100060;AGUA OXIGENADA PEROXIDO HIDROGENIO 50%  ;
100070;UNIFOAM QR                              ;
100075;FLUENT CANE 113                         ;
100080;FLUENT CANE 149                         ;
100085;K-120                                   ;
100101;TENSAPOL L 101                          ;
100120;HDK H 15                                ;
100125;PULPSIL K                               ;
100130;UNIFOAM Q 202                           ;
100140;FORMOL                                  ;
100150;PLURONIC P 103                          ;
100160;GOMA XANTANA                            ;
100200;DEGRESSAL AL 450                        ;
100210;SOKALAN AL 512 S                        ;
100220;1000 NS50096 - PROTEASE ACIDA           ;
100253;KAMORAN INTERMEDIARIO                   ;
100300;SORBITOL 70%                            ;
100310;ACIDO RICINOLEICO                       ;
100350;TYLAN SOLUVEL                           ;
100351;D-LEMONENO - OLEO ESSENCIAL DE LARANJA  ;
100352;EUGENOL - OLEO ESSENCIAL DE CRAVO       ;
100353;ALDEIDO CINAMICO - OLEO ESSENCIAL CANELA;
100354;ALICINA - OLEO ESSENCIAL DE ALHO        ;
100355;UNIFOAM SI 106 ANTI-ESPUMANTE           ;
100402;SULFATO APRAMICINA FLUID SECO           ;
100500;CARV CONTROL                            ;
100510;CARV CONTROL C/ TIMOL                   ;
100520;BIO-01                                  ;
100530;TPB-03                                  ;
100600;PULMOTIL AC                             ;
100700;PASTA BASICA - KAMORAN LIQUIDO          ;
100838;MONENSINA SODICA 40%                    ;
190001;SACO ZIP 5X7X0,008                      ;
190002;FITA TEFLON BRANCA                      ;
190003;ETIQ. BOPP ADESIVO MED.(150X300)MM T    ;
190004;RIBBON VR.CERA RESINA MED. (165X450)MM  ;
190010;LACRE METALICO BOMBONA 2 1/2" PERSONALIZ;
190020;SACO PLASTICO 15X25X0.10                ;
190021;SACO PLASTICO 40X60X0.20                ;
190022;SACO PLASTICO 90X150X0.15               ;
190030;SACOLAS PLASTICAS FRONTLINE             ;
190035;PET CRISTAL 100ML TAMPA LACRE 28        ;
190050;FITA PLASTICA BRANCA MERIAL 50X5        ;
190060;LACRE PLASTICO 26CM PERSONALIZADO AZUL  ;
190090;BOMBONA RECUPERADA 20LT                 ;
190092;BOMBONA RECUPERADA 25LT                 ;
190095;BOMBONA RECUPERADA 50LT                 ;
190100;BOMBONA 200KG (NOVA)                    ;
190103;FITA TEFLON MARROM                      ;
190104;ROTULO OXATIL QR 61                     ;
190105;ROTULO OXATIL QR 01                     ;
190106;ROTULO OXATIL QR60                      ;
190107;ROTULO BIORIGANUM CT                    ;
190108;BOMBONA 50KG (NOVA)                     ;
190109;PET 28 AMBAR 100 ML PLASTICO TAMPA LACRE;
190110;SACO PLASTICO 30X50X0.20                ;
190111;ROTULO BIORIGANUM TS                    ;
190112;ROTULO APRATIL -80                      ;
190113;ROTULO BIO-01 200KG                     ;
190114;ROTULO SUG-01 KG                        ;
190116;ROTULO BIO-03 50KG                      ;
190117;ROTULO BIO-03 200KG                     ;
190118;ROTULO TPB-01                           ;
190119;ROTULO TPB-02                           ;
190120;BOMBONA 20KG (NOVA)                     ;
190121;ROTULO TPB-03                           ;
190122;ROTULO BIO-TPB                          ;
190125;BOMBONA 25KG (NOVA)                     ;
190126;BOMBONA 25LT C/ TAMPA LACRE VALVULADA   ;
190150;SACO DE POLIETILENO LISO 80X150X0,40    ;
190155;SACO PLASTICO REFORCADO 80X100X,016 100L;
190170;ROTULO CAIXA 3PPM                       ;
190200;ROTULO BIOXATIL QR70 HIBRIDO 200KG      ;
190201;POTE AMOSTRA 43050                      ;
190220;ROTULO BIOXATIL QR70 HIBRIDO 20KG       ;
190250;ROTULO BIOXATIL QR70 HIBRIDO 50KG       ;
190270;ROTULO POLIOXATIL QR50 1000KG           ;
190275;ROTULO POLIOXATIL QR50 50KG             ;
190280;ROTULO POLIOXATIL QR50 200KG            ;
190300;FITA ADESIVA QUIMICA REAL               ;
190312;POTE 250ML TRANSPARENTE PRAFESTA        ;
190313;POTE AMOSTRA 31025                      ;
190314;ETIQUETA CODIGO DE BARRAS               ;
190315;ETIQUETA TP 80                          ;
190400;BIG BAG                                 ;
190401;BULA KAMORAN WP 500G                    ;
190405;SACO PE LEI I KAMORAN - EXPORTACAO      ;
190406;SACO PE LEI I KAMORAN WP-EXPORTACAO     ;
190407;SACO PE LEI I CORSTAN - EXPORTACAO      ;
190408;SACO PE LEI I S/ZIP KAMORAN - EXPORTACAO;
190409;SACO AMOSTRA PEBD TRANSP.IMP 17X28X0,18 ;
190410;BULA KAMORAN                            ;
190501;POTE DE 500ML PRAFESTA                  ;
190900;ROTULO EM BRANCO                        ;
191000;ROTULO BIOXATIL QR70 HIBRIDO 1000KG     ;
191009;ROTULO ELANCELL                         ;
191010;ROTULO BACGRAN                          ;
191011;ROTULO CHL QR                           ;
191012;ROTULO VIP QR 50                        ;
191013;ROTULO TOPMIX                           ;
191014;ROTULO EL 02                            ;
191015;ROTULO SPECTRAN                         ;
191016;ROTULO KG QR - FERMENTUM                ;
191019;ROTULO VIP QR                           ;
191020;ROTULO HJ GOLD                          ;
191021;ROTULO FERMENTUM (NAO USAR)             ;
191050;CONTAINER 1000 LT (RECUPERADO)          ;
191055;CONTAINER 1000 LT RECUPERADO (BASF)     ;
191060;CONTENTOR DE POLIET 1050L (BASF)        ;
191100;SACO PE LEI I TOPMIX                    ;
191120;SACO PE LEI I HJ GOLD                   ;
191130;SACARIA SACCHARAN 500 GR                ;
191140;SACO PE LEI I SPECTRAN                  ;
191150;SACO PE LEI I VIP QR                    ;
191160;SACO PE LEI I BACGRAN                   ;
191190;SACO PE LEI I CHL - QR                  ;
191191;SACO PE LEI I VIP QR 50                 ;
191192;SACO PE LEI I KG QR - FERMENTUM         ;
191200;POTE EL-02 450 GRS                      ;
191260;POTE BACGRAN (500GR)                    ;
191315;BOBINA PAPEL KRAFT 0,40M                ;
191400;SACHE 500ML                             ;
191600;POTE SACCHARAN 100 GRS                  ;
191690;SACO PL BD LEITOSO TRATADO 21X32X0,10   ;
191699;ROTULO CX EMBALAGEM FITA                ;
191700;SACO PLASTICO LEITOSO 21X32X0,10        ;
191702;SACO PLASTICO LEITOSO 40x60x0,15        ;
191710;SACO PLASTICO 30X50X0.10                ;
192000;ROTULO OXATIL QR61 1000KG               ;
192001;ROTULO OXATIL QR62 AP 1000KG            ;
192002;ROTULO OXATIL QR62 AP 200KG             ;
192003;ROTULO OXATIL QR62 AP 50KG              ;
192004;ROTULO OXATIL QR62 AP 20KG              ;
192005;ROTULO OXATIL QR62 1000KG               ;
192006;ROTULO OXATIL QR63 200KG                ;
192007;ROTULO OXATIL QR63 50KG                 ;
192008;ROTULO OXATIL QR63 20KG                 ;
192009;ROTULO BIOXATIL QR71 PLUS AP 1000KG     ;
192010;ROTULO BIOXATIL QR71 PLUS AP 200KG      ;
192011;ROTULO BIOXATIL QR71 PLUS AP 20KG       ;
192012;ROTULO BIOXATIL QR72 PLUS 1000KG        ;
192013;ROTULO BIOXATIL QR72 PLUS 200KG         ;
192014;ROTULO BIOXATIL QR72 PLUS 20KG          ;
192015;ROTULO KAMORAN LIQUIDO                  ;
193000;M.D.O.                                  ;
193001;FRETE                                   ;
199480;VAGO                                    ;
199481;SACO POLIETILENO 65X1,20X1,50           ;
700010;DECID 500 AM                            ;
700015;DECID 500 AM 5LT                        ;
700020;DECID 500 AF                            ;
700025;DECID 500 AF 5LT                        ;
700030;DECID 500 AG                            ;
700035;DECID 500 AG 5LT                        ;
817001;INCUBADORA DE BANCADA AGITACAO ORBITAL  ;
