008708;HJ GOLD PLUS 30+60                      ;INOVACAO  ;       0.1361;0000000000;GR;0000000000;    
008711;VG                                      ;INOVACAO  ;       0.2113;0000000000;GR;0000000000;    
008712;VG NAT                                  ;INOVACAO  ;       0.2020;0000000000;GR;0000000000;    
008713;DEFLOC QR 6%                            ;INOVACAO  ;       0.1169;0000000000;GR;0000000000;    
008714;DEFLOC QR 5%                            ;INOVACAO  ;       0.1168;0000000000;GR;0000000000;    
008715;DEFLOC QR 4%                            ;INOVACAO  ;       0.1168;0000000000;GR;0000000000;    
008716;VG50S QR                                ;INOVACAO  ;     146.9107;0000000009;KG;0000000000;    
008800;HJ EMULSAO                              ;INOVACAO  ;      17.2750;0000000000;KG;0000000000;    
008801;HJ EMULSAO 01                           ;INOVACAO  ;      17.3100;0000000000;KG;0000000000;    
008802;HJ EMULSAO 02                           ;INOVACAO  ;      17.3500;0000000000;KG;0000000000;    
008803;HJ EMULSAO 03                           ;INOVACAO  ;      17.2000;0000000000;KG;0000000000;    
008804;HJ EMULSAO 04                           ;INOVACAO  ;      17.2400;0000000000;KG;0000000000;    
008805;HJ EMULSAO 05                           ;INOVACAO  ;       0.0000;0000000000;KG;0000000000;    
008806;HJ EMULSAO 06                           ;INOVACAO  ;      17.1911;0000000000;KG;0000000000;    
008807;HJ EMULSAO 07                           ;INOVACAO  ;       0.0000;0000000000;KG;0000000000;    
008808;HJ EMULSAO 08                           ;INOVACAO  ;       0.0000;0000000000;KG;0000000000;    
008809;HJ EMULSAO 09                           ;INOVACAO  ;       0.0145;0000000000;GR;0000000000;    
008810;HJ EMULSAO 10                           ;INOVACAO  ;       0.0145;0000000000;GR;0000000000;    
008811;HJ EMULSAO 11                           ;INOVACAO  ;       0.0146;0000000000;GR;0000000000;    
008812;HJ EMULSAO 12                           ;INOVACAO  ;       0.0143;0000000000;GR;0000000000;    
008813;HJ EMULSAO 13                           ;INOVACAO  ;       0.0144;0000000000;GR;0000000000;    
008814;HJ EMULSAO 14                           ;INOVACAO  ;       0.0146;0000000000;GR;0000000000;    
008815;HJ EMULSAO 15                           ;INOVACAO  ;       0.0146;0000000000;GR;0000000000;    
008816;HJ EMULSAO 16                           ;INOVACAO  ;       0.0139;0000000000;GR;0000000000;    
008817;HJ EMULSAO 17                           ;INOVACAO  ;       0.0145;0000000000;GR;0000000000;    
008818;HJ EMULSAO 18                           ;INOVACAO  ;       0.0145;0000000000;GR;0000000000;    
008819;HJ EMULSAO 19                           ;INOVACAO  ;       0.0146;0000000000;GR;0000000000;    
008820;HJ EMULSAO 20                           ;INOVACAO  ;       0.0144;0000000000;GR;0000000000;    
008821;HJ EMULSAO 21                           ;INOVACAO  ;       0.0141;0000000000;GR;0000000000;    
008822;HJ EMULSAO 22                           ;INOVACAO  ;       0.0142;0000000000;GR;0000000000;    
008823;HJ EMULSAO 23                           ;INOVACAO  ;       0.0145;0000000000;GR;0000000000;    
008824;HJ EMULSAO 24                           ;INOVACAO  ;       0.0144;0000000000;GR;0000000000;    
008825;HJ EMULSAO 25                           ;INOVACAO  ;      15.3900;0000000000;GR;0000000000;    
008826;HJ EMULSAO 26                           ;INOVACAO  ;      15.7960;0000000000;GR;0000000000;    
008827;HJ EMULSAO 27                           ;INOVACAO  ;       0.0158;0000000000;GR;0000000000;    
008828;HJ EMULSAO 28                           ;INOVACAO  ;       0.0165;0000000000;GR;0000000000;    
008829;HJ EMULSAO 29                           ;INOVACAO  ;      43.1488;0000000000;KG;0000000000;    
008830;NATRUCAN LIQUIDO                        ;INOVACAO  ;       1.1705;0000000000;KG;0000000000;    
008831;NATRUCAN SUSPENSAO PLUS                 ;INOVACAO  ;       9.5220;0000000000;KG;0000000000;    
008832;NATRUCAN LQ.                            ;INOVACAO  ;       8.8796;0000000005;KG;0000000000;    
008833;OXIGRAM QR 80                           ;INOVACAO  ;       0.0309;0000000000;GR;0000000000;    
008834;OXIGRAM QR 70                           ;INOVACAO  ;       0.0278;0000000000;GR;0000000000;    
008835;OXIGRAM QR 60                           ;INOVACAO  ;       0.0246;0000000000;GR;0000000000;    
008836;HJ EMULSAO 150 DISPONIL                 ;INOVACAO  ;       0.0394;0000002300;GR;0000000000;    
008850;HJ EMULSAO GOLD                         ;INOVACAO  ;       0.0268;0000000000;GR;0000000000;    
008851;FILTERPOL - AMOSTRA                     ;INOVACAO  ;       0.0309;0000000000;GR;0000000000;    
010650;OXATIL QR650                            ;BASF      ;       2.8103;0000000000;KG;0000000000;    
010660;OXATIL QR660 BA                         ;BASF      ;       1.9536;0000000000;KG;0000000000;    
010700;OXATIL QR620 AP                         ;BASF      ;       3.2984;0000000000;KG;0000000000;    
010800;OXATIL QR630                            ;BASF      ;       3.1944;0000000000;KG;0000000000;    
011000;BIOXATIL QR70 HIBRIDO                   ;BASF      ;       6.7960;0000000000;KG;0000000000;    
011010;BIOXATIL QR71 PLUS AP                   ;BASF      ;       5.4244;0000000000;KG;0000000000;    
011020;BIOXATIL QR72 PLUS                      ;BASF      ;       5.2830;0000000000;KG;0000000000;    
011700;BIOXATIL QR700 BA                       ;BASF      ;       1.7600;0000000000;KG;0000000000;    
011710;BIOXATIL QR710 BA                       ;BASF      ;       1.7600;0000000000;KG;0000000000;    
012010;OXATIL QR62 AP                          ;BASF      ;       3.1152;0000000000;KG;0000000000;    
080001;TEXAPON IND EXPORTACAO                  ;IND.TERC  ;       0.0000;0000000000;KG;0000000000;    
080002;TIXOSIL IND EXPORTACAO                  ;IND.TERC  ;       0.0000;0000000000;KG;0000000000;    
080100;EMBALAGENS IND EXPORTACAO               ;IND.TERC  ;       0.0000;0000000000;UN;0000000000;    
080101;PALETIZACAO                             ;IND.TERC  ;       0.0000;0000000000;UN;0000000000;    
100001;TENSAPOL L 61                           ;M.PRIMAS  ;       8.8149;0000000000;GR;0000000000;    
100002;ETANOL                                  ;M.PRIMAS  ;       2.4800;0000000000;GR;0000000000;    
100003;HYFLO SUPER CEL CELITE                  ;M.PRIMAS  ;      12.1875;0001441251;GR;0000000000;    
100005;ACIDO CINAMICO 99%                      ;M.PRIMAS  ;       0.8815;0000000000;GR;0000000000;    
100006;ACIDO 3 NITRO - ROXARSONE               ;M.PRIMAS  ;     268.5551;0000000000;GR;0000000000;    
100007;ALKOPON NS                              ;M.PRIMAS  ;       7.6919;0001005125;GR;0000000000;    
100008;ACIDO SULFURICO 98%                     ;M.PRIMAS  ;      16.4000;0000000000;GR;0000000000;    
100010;AGUA POTAVEL                            ;M.PRIMAS  ;       0.0132;9979135178;GR;0000000000;    
100011;AGUA POTAVEL                            ;M.PRIMAS  ;       0.0132;9940506443;GR;0000000000;    
100012;AGUA POTAVEL                            ;M.PRIMAS  ;       0.0132;9994430589;GR;0000000000;    
100013;AGUA DEIONIZADA                         ;M.PRIMAS  ;       5.0000;0000000000;GR;0000000000;    
100014;ACIDO CITRICO                           ;M.PRIMAS  ;      22.2800;0000000494;GR;0000000000;    
100015;OLEO DE SOJA REFINADO                   ;M.PRIMAS  ;       1.9360;0000000000;GR;0000000000;    
100016;NEOMICINA SULFATO MICRONIZADO           ;M.PRIMAS  ;      10.0000;0000000000;GR;0000000000;    
100017;ESTREPTOMICINA SULFATO 98%              ;M.PRIMAS  ;      98.4516;0000000000;GR;0000000000;    
100018;ANTI ESPUMA (O-FOAM)                    ;M.PRIMAS  ;      15.4208;0000035297;GR;0000000000;    
100019;FOSFATO DISSODICO                       ;M.PRIMAS  ;      15.8167;0000000693;GR;0000000000;    
100020;GEROPON T 36                            ;M.PRIMAS  ;      72.6737;0001417390;GR;0000320000;    
100023;RHODOPOL 23                             ;M.PRIMAS  ;     138.2927;0000323717;GR;0000026000;    
100025;PRAIDMUL EBSA                           ;M.PRIMAS  ;       4.7392;0000000000;GR;0000000000;    
100026;TEXAPON HBN DM                          ;M.PRIMAS  ;       3.9430;0000000500;GR;0000000000;    
100027;TEXAPON N 70                            ;M.PRIMAS  ;      11.6366;0000000500;GR;0000000000;    
100030;FORMOL EST 37%                          ;M.PRIMAS  ;       2.0128;0000000000;GR;0000000000;    
100032;VISKOPAN                                ;M.PRIMAS  ;       6.7756;0000123840;GR;0000000000;    
100035;PMX 0156 SILANOL FLUID 200              ;M.PRIMAS  ;       7.5994;0000000000;GR;0000000000;    
100040;PROXEL GXL (HIDR.SODIO-BENZISOTIAZOLIN) ;M.PRIMAS  ;      71.5123;0000165135;GR;0000023000;    
100045;PERKASIL SM 660                         ;M.PRIMAS  ;       5.0659;0000000000;GR;0000000000;    
100050;PROPILENOGLICOL 100%                    ;M.PRIMAS  ;      18.5797;0000131485;ML;0000000000;    
100052;SIPERNAT 22                             ;M.PRIMAS  ;       5.7992;0000000000;GR;0000000000;    
100055;LIOCIDE BT 20                           ;M.PRIMAS  ;      32.3733;0000000000;GR;0000000000;    
100058;QUATERCAP L-100                         ;M.PRIMAS  ;      13.6928;0000000000;GR;0000000000;    
100060;AGUA OXIGENADA PEROXIDO HIDROGENIO 50%  ;M.PRIMAS  ;       0.0023;0000860400;GR;0000000000;    
100065;APRESCRYL UMEC P55GA PLAST              ;M.PRIMAS  ;       8.2847;0000000000;GR;0000086000;    
100069;PROCESSADO KAMORAN (REPROCESSO)         ;M.PRIMAS  ;     126.8960;0000000000;GR;0000000000;    
100070;ANTIESPUMANTE MH 10                     ;M.PRIMAS  ;      12.0968;0000000000;GR;0000000000;    
100075;FLUENT CANE 113                         ;M.PRIMAS  ;       8.7380;0000000000;GR;0000000000;    
100080;FLUENT CANE 149                         ;M.PRIMAS  ;      10.0100;0000000000;GR;0000000000;    
100085;K-120                                   ;M.PRIMAS  ;      12.3000;0000000000;GR;0000000000;    
100090;CLORETO DE ZINCO ANIDRO                 ;M.PRIMAS  ;      26.2945;0000500500;GR;0000000000;    
100091;CLORETO DE ZINCO ANIDRO IMPORTADO       ;M.PRIMAS  ;      12.1637;0000012039;GR;0000000000;    
100095;HIDROXIDO DE CALCIO                     ;M.PRIMAS  ;       6.6325;0001042033;GR;0000000000;    
100100;PROCESSADO TOPMIX (REPROCESSO)          ;M.PRIMAS  ;      91.6685;0000000000;GR;0000000000;    
100101;TENSAPOL L 101                          ;M.PRIMAS  ;       6.3412;0000000000;GR;0000000000;    
100103;ADDTICH HIBRIDO W103                    ;M.PRIMAS  ;       1.7600;0000000000;GR;0000000000;    
100104;ADDTICH DISPERSANTE W104                ;M.PRIMAS  ;       1.7600;0000000000;GR;0000000000;    
100105;ADDTICH ANTIESPUMANTE W105              ;M.PRIMAS  ;       1.9536;0000016660;GR;0000000000;    
100106;CLORITO DE SODIO                        ;M.PRIMAS  ;       0.9555;0000001150;GR;0000000000;    
100107;SAPONINA ORGANICO                       ;M.PRIMAS  ;     996.2400;0000000000;GR;0000000000;    
100108;CORANTE VERMELHO 22                     ;M.PRIMAS  ;     100.0000;0000000000;GR;0000000000;    
100109;CARBONATO DE SODIO-BARRILHA LEVE 98-99% ;M.PRIMAS  ;       2.1320;0000000000;GR;0000000000;    
100110;POLIOL POLIETER ARCOL F-3040            ;M.PRIMAS  ;      11.2688;0000000000;GR;0000000000;    
100111;SAPONINA LIQUIDA                        ;M.PRIMAS  ;     351.4455;0001244085;KG;0000000000;    
100112;POLIOL PPG 1000                         ;M.PRIMAS  ;      12.0883;0000000000;GR;0000000000;    
100114;HIDROXIDO DE SODIO                      ;M.PRIMAS  ;       6.4737;0000000000;GR;0000000000;    
100115;CARBONATO DE SODIO ANIDRO P.A.          ;M.PRIMAS  ;       0.8800;0000005000;GR;0000000000;    
100116;NITRATO DE PRATA EM SOLUCAO 0,1N FAT.   ;M.PRIMAS  ;       0.8800;0000001000;GR;0000000000;    
100121;CLORIDRATO DE CLOREXIDINA 98 A 99%      ;M.PRIMAS  ;     114.4167;0000000000;GR;0000000000;    
100130;KELTROL ADVANCED PERFORMANCE            ;M.PRIMAS  ;       0.0010;0000000200;GR;0000000000;    
100135;IMBIBENTE GE/B                          ;M.PRIMAS  ;      18.6848;0000838100;GR;0000000000;    
100137;LAURIL SULFATO DE SODIO 90%             ;M.PRIMAS  ;      25.3795;0000027688;GR;0000500000;    
100138;AGNIQUE SLS 2490 P-B                    ;M.PRIMAS  ;      23.6270;0000000000;GR;0000000000;    
100139;LAURIL SULF. SODIO - ALKOPON NS ECO 92 F;M.PRIMAS  ;       7.9562;0000000000;GR;0000000000;    
100140;LAURIL SULF. SODIO - ALKOPON NS ECO 92 N;M.PRIMAS  ;      17.5674;0000000000;GR;0000000000;    
100141;LAURIL ETER SULFATO 70% PASTA           ;M.PRIMAS  ;       5.5000;0000000200;GR;0000000000;    
100142;LAURIL ETER SULFATO DE SODIO C          ;M.PRIMAS  ;       2.1500;0000000200;GR;0000000000;    
100143;LAURIL SULFATO DE SODIO NAT             ;M.PRIMAS  ;       5.5661;0000098508;GR;0000000000;    
100144;LAURIL SULF. SODIO ALKOPON MOIDO        ;M.PRIMAS  ;      17.5674;0002225700;GR;0000000000;    
100151;OXITETRACICLINA BASE 98%                ;M.PRIMAS  ;      37.2775;0000004456;GR;0000800000;    
100160;GOMA XANTANA                            ;M.PRIMAS  ;      45.0000;0000000000;GR;0000000000;    
100165;ULTRANEX NP 60                          ;M.PRIMAS  ;      14.4478;0000000000;GR;0000000000;    
100170;ULTRANEX NP 95                          ;M.PRIMAS  ;       2.0100;0000000000;GR;0000000000;    
100175;AMIDA 90                                ;M.PRIMAS  ;       9.5490;0000000000;GR;0000000000;    
100180;REXAPON 165                             ;M.PRIMAS  ;       9.8665;0000000000;GR;0000000000;    
100185;CLORETO BENZALCONIO 50%                 ;M.PRIMAS  ;      12.7709;0000000000;GR;0000000000;    
100190;VANTOCIL IB UN3082 III                  ;M.PRIMAS  ;      26.3000;0000000000;GR;0000000000;    
100200;DEGRESSAL AL 450                        ;M.PRIMAS  ;       6.8763;0000000000;GR;0000000000;    
100210;SOKALAN AL 512 S                        ;M.PRIMAS  ;       1.8716;0000000000;GR;0000000000;    
100220;1000 NS50096 - PROTEASE ACIDA           ;M.PRIMAS  ;       1.5000;0000000000;GR;0000000000;    
100231;TYLAN PREMIX G-250                      ;M.PRIMAS  ;     280.0000;0000000000;GR;0000000000;    
100253;KAMORAN INTERMEDIARIO                   ;M.PRIMAS  ;     208.5992;0030807838;GR;0005000000;    
100255;KAMORAN INTERMEDIARIO TECNICO           ;M.PRIMAS  ;     129.4820;0000000000;GR;0001500000;    
100263;KAMORAN INTERMEDIARIO EXPORTACAO        ;M.PRIMAS  ;      36.5984;0000000000;GR;0000000000;    
100269;KAMORAN                                 ;M.PRIMAS  ;       0.0285;0000000000;GR;0000000000;    
100277;KAMORAN WP                              ;M.PRIMAS  ;       0.1058;0000000000;GR;0000000000;    
100280;PROCESSADO FERMENTUM (REPROCESSO)       ;M.PRIMAS  ;      74.7334;0000000000;GR;0000000000;    
100300;SORBITOL 70%                            ;M.PRIMAS  ;      13.9780;0000000000;GR;0000000000;    
100301;CORSTAN                                 ;M.PRIMAS  ;       0.0927;0000000000;GR;0000000000;    
100302;SURMAX 100                              ;M.PRIMAS  ;      50.1084;0000000000;GR;0000000000;    
100304;AGRHO BR 012                            ;M.PRIMAS  ;       0.6746;0000000000;GR;0000000000;    
100305;AGRHO BR 013 - A                        ;M.PRIMAS  ;       0.6746;0000000000;GR;0000000000;    
100306;AGRHO BR 013 - B                        ;M.PRIMAS  ;       0.6746;0000000000;GR;0000000000;    
100307;FERMOCEL                                ;M.PRIMAS  ;       7.3370;0000000000;GR;0000000000;    
100311;PROCESSADO SPECTRAN (REPROCESSO)        ;M.PRIMAS  ;      72.2383;0000000000;GR;0000000000;    
100315;DIOXIDO DE CLORO / ART SEPT DC          ;M.PRIMAS  ;       4.4000;0000007600;GR;0000000000;    
100320;GEROPON SDS                             ;M.PRIMAS  ;      14.2000;0000000000;GR;0000000000;    
100322;APRALAN SOLUVEL                         ;M.PRIMAS  ;      93.5398;0000000000;GR;0000000000;    
100330;HIPOCLORITO DE SODIO 2,5%               ;M.PRIMAS  ;       1.0800;0000000000;ML;0000000000;    
100340;PROCESSADO OXATIL QR630 (REPROCESSO)    ;M.PRIMAS  ;       3.1944;0000000000;GR;0000000000;    
100345;PROCESSADO HJ EMULSAO (REPROCESSO)      ;M.PRIMAS  ;      15.7573;0000000000;GR;0000000000;    
100350;TYLAN SOLUVEL                           ;M.PRIMAS  ;     998.9000;0000000500;GR;0000000000;    
100402;SULFATO APRAMICINA FLUID SECO           ;M.PRIMAS  ;      73.5480;0000000000;GR;0000000000;    
100410;SILICA EM PO ABS 300M                   ;M.PRIMAS  ;      12.3900;0000000000;GR;0000000000;    
100421;ELANCELL                                ;M.PRIMAS  ;       0.0163;0000000000;GR;0000000000;    
100440;DISPONIL SUS IC 8                       ;M.PRIMAS  ;       0.0010;0000000773;GR;0000000000;    
100510;PROCESSADO HJ GOLD                      ;M.PRIMAS  ;     188.0159;0000000000;GR;0000000000;    
100786;EXTRATO DE SEMENTE POMELO               ;M.PRIMAS  ;      36.5925;0000000000;ML;0000000000;    
100800;MONENSINA GRANULADA                     ;M.PRIMAS  ;      24.5623;0000000000;GR;0000000000;    
100820;RUMENSIN GRANULAR                       ;M.PRIMAS  ;     268.5551;0000000000;GR;0000000000;    
100830;NATRUCAN (MAT. PRIMA)                   ;M.PRIMAS  ;       5.8074;0000000000;GR;0000000000;    
100834;VIRGINIAMICINA 98%                      ;M.PRIMAS  ;     255.1184;0000127868;GR;0000000000;    
100835;VIRGINIAMICINA 50% / STAFAC 500         ;M.PRIMAS  ;      77.8163;0000000000;GR;0000000000;    
100836;DIOXIDO DE SILICIO 333                  ;M.PRIMAS  ;      14.0177;0000528595;GR;0000300000;    
100837;MASTER LEITE                            ;M.PRIMAS  ;       6.5140;0000000000;GR;0000000000;    
100838;MONENSINA SODICA 40%                    ;M.PRIMAS  ;      38.1395;0000000000;GR;0000000000;    
100839;MONENSINA SODICA 90%                    ;M.PRIMAS  ;     147.7759;0000000000;GR;0000000000;    
100868;PENICILINA V POTASSICA 98%              ;M.PRIMAS  ;     142.2617;0000942200;GR;0000720000;    
100869;PENICILINA G POTASSICA 98%              ;M.PRIMAS  ;     134.3761;0000000400;GR;0000000000;    
150480;FERMOPLUS DESTILLER MZ                  ;M.PRIMAS  ;       1.2500;0000000000;GR;0000000000;    
150481;FERMOL DESTILLER MZ                     ;M.PRIMAS  ;       9.0000;0000000000;GR;0000000000;    
170102;KIT AMOSTRAS ELANCO                     ;AMOSTRAS  ;       8.0415;0000000000;PT;0000000030;    
170269;POTE AMOSTRA KAMORAN 10GR               ;AMOSTRAS  ;       2.6881;0000000000;PT;0000000000;    
170277;POTE AMOSTRA KAMORAN WP 10GR            ;AMOSTRAS  ;       2.6880;0000000000;PT;0000000000;    
170301;POTE AMOSTRA CORSTAN 10GR               ;AMOSTRAS  ;       2.6655;0000000000;PT;0000000000;    
170302;POTE AMOSTRA CORSTAN 20GR               ;AMOSTRAS  ;       2.3500;0000000000;PT;0000000000;    
171100;AMOSTRA FILTERPOL                       ;AMOSTRAS  ;      17.3349;0000000000;UN;0000000000;    
171101;KIT AMOSTRAS QUIMICA REAL               ;AMOSTRAS  ;       8.0798;0000000000;PT;0000000030;    
171103;POTE AMOSTRA EL-02                      ;AMOSTRAS  ;       0.0000;0000000000;PT;0000000000;    
171107;AMOSTRA ALKOPON NS 500GR                ;AMOSTRAS  ;       4.1427;0000000000;UN;0000000000;    
171110;POTE AMOSTRA TOPMIX 10GR                ;AMOSTRAS  ;       0.7786;0000000000;PT;0000000000;    
171119;GEROPON T 36                            ;AMOSTRAS  ;       0.0476;0000000000;GR;0000000000;    
171120;APRESCRYL UMEC P55GA PLAST              ;AMOSTRAS  ;       0.0073;0000000000;GR;0000000000;    
171121;PROXEL GXL (HIDR.SODIO-BENZISOTTIAZOLIN);AMOSTRAS  ;       0.0322;0000000000;GR;0000000000;    
171122;KAMORAN INTERMEDIARIO TECNICO           ;AMOSTRAS  ;       0.1158;0000000000;GR;0000000000;    
171123;RHODOPOL 23                             ;AMOSTRAS  ;       0.0765;0000000000;GR;0000000000;    
171130;POTE AMOSTRA VG 10GR                    ;AMOSTRAS  ;       2.1130;0000000000;PT;0000000000;    
171135;POTE AMOSTRA VG NAT 10GR                ;AMOSTRAS  ;       2.0200;0000000000;PT;0000000000;    
171250;POTE AMOSTRA BACGRAN                    ;AMOSTRAS  ;       1.0351;0000000000;PT;0000000030;    
171256;AMOSTRA ANALISE - KAMORAN INTERMED.100GR;AMOSTRAS  ;      29.2682;0000000000;UN;0000000000;    
171257;AMOSTRA ANALISE - KAMORAN INTERMEDIARIO ;AMOSTRAS  ;       0.1343;0000000000;GR;0000000000;    
171269;AMOSTRA ANALISE - KAMORAN 100GR         ;AMOSTRAS  ;       9.7756;0000000000;UN;0000000000;    
171277;AMOSTRA ANALISE - KAMORAN WP 100GR      ;AMOSTRAS  ;      10.2981;0000000000;UN;0000000000;    
171278;AMOSTRA ANALISE - KAMORAN               ;AMOSTRAS  ;       0.0977;0000000000;GR;0000000000;    
