30	1600	SACCHARAN (100GR)                       	QREAL     	10.12	0.0000	PT	0	QREAL     		S	N
31	1601	SACCHARAN (1KG)                         	QREAL     	100.86	0.0000	CX	0	QREAL     		S	N
32	1602	SACCHARAN (10KG)                        	QREAL     	714.55	0.0000	CX	0	QREAL     		S	N
33	1700	DEFLOC-QR (10KG) NAO UTILIZAR           	QREAL     	130.13	0.0000	CX	0	QREAL     		S	N
34	1701	DEFLOC-QR (1KG)  NAO UTILIZAR           	QREAL     	13.01	0.0000	CX	0	QREAL     		S	N
35	1710	DEFLOC QR (10KG)                        	QREAL     	1613.16	125.0000	CX	120	QREAL     		S	N
36	1711	DEFLOC QR (1KG)                         	QREAL     	185.19	0.0000	KG	0	QREAL     		S	N
37	1800	VIP-QR (10KG)                           	QREAL     	1431.70	0.0000	CX	0	QREAL     		S	N
38	1833	OX-GRAM QR 80 (10KG)                    	QREAL     	485.11	44.0000	CX	30	QREAL     		S	N
39	1850	VIP-QR 50 (10KG)                        	QREAL     	674.00	0.0000	CX	50	QREAL     		S	N
40	1851	VIP-QR 50 (1KG)                         	QREAL     	87.37	0.0000	CX	0	QREAL     		S	N
41	1900	CHL-QR (10KG)                           	QREAL     	1046.35	0.0000	CX	0	QREAL     		S	N
42	1990	FERMENTUM (1KG)                         	QREAL     	77.85	0.0000	CX	5	QREAL     		S	N
43	2000	FERMENTUM (10KG)                        	QREAL     	747.33	0.0000	CX	50	QREAL     		S	N
44	3074	CORSTAN 1KG                             	ELANCO-   	105.06	0.0000	UN	0	ELANCO-   		S	N
45	3269	KAMORAN 10 KG                           	ELANCO-   	2381.22	434.0000	CX	480	ELANCO-   		S	N
46	3274	CORSTAN 10 KG                           	ELANCO-   	2342.96	170.0000	CX	240	ELANCO-   		S	N
47	3277	KAMORAN WP 10 KG                        	ELANCO-   	2384.50	446.0000	CX	480	ELANCO-   		S	N
48	3969	KAMORAN KG                              	ELANCO-   	237.76	0.0000	KG	0	ELANCO-   		S	N
49	3974	CORSTAN KG                              	ELANCO-   	206.31	0.0000	KG	0	ELANCO-   		S	N
50	3977	KAMORAN WP KG                           	ELANCO-   	233.69	0.0000	KG	0	ELANCO-   		S	N
51	4269	KAMORAN 10 KG EXPORTACAO AEREO          	I.ACABADO 	165.06	0.0000	CX	0	I.ACABADO 		S	N
52	4274	CORSTAN 10 KG EXPORTACAO                	I.ACABADO 	865.34	0.0000	CX	0	I.ACABADO 		S	N
53	4277	KAMORAN WP 10 KG EXPORTACAO             	I.ACABADO 	1199.19	0.0000	CX	0	I.ACABADO 		S	N
54	4369	KAMORAN 10 KG EXPORTACAO MARITIMO       	I.ACABADO 	111.49	0.0000	CX	0	I.ACABADO 		S	N
55	4998	KAMORAN 10 KG EXPORTACAO MAO DE OBRA    	I.ACABADO 	0.00	0.0000	UN	0	I.ACABADO 		N	N
56	4999	INDUSTRIALIZACAO DE MATERIA-PRIMA       	I.ACABADO 	0.00	0.0000	UN	0	I.ACABADO 		S	N
57	5100	FILTERPOL                               	FILTER    	176.97	50.0000	CX	72	FILTER    		S	N
58	5101	FILTERPOL KG                            	FILTER    	18.30	0.0000	KG	0	FILTER    		S	N
59	8601	SPEC-01                                 	INOVACAO  	43.00	0.0000	GR	0	INOVACAO  		S	N
60	8602	SPEC-02                                 	INOVACAO  	43.76	0.0000	GR	0	INOVACAO  		S	N
61	8603	SPEC-03                                 	INOVACAO  	38.25	0.0000	GR	0	INOVACAO  		S	N
62	8604	SPEC-04                                 	INOVACAO  	44.53	0.0000	GR	0	INOVACAO  		S	N
63	8605	SPECTRAN EST                            	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
64	8606	SPECTRAN NEO                            	INOVACAO  	0.02	0.0000	GR	0	INOVACAO  		S	N
65	8700	HJ EMULSAO BASE                         	INOVACAO  	0.09	0.0000	GR	0	INOVACAO  		S	N
66	8701	HJ EMULSAO BASE 20%                     	INOVACAO  	0.11	0.0000	GR	0	INOVACAO  		S	N
67	8702	HJ EMULSAO BASE 30%                     	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
68	8703	HJ EMULSAO BASE 40%                     	INOVACAO  	0.13	0.0000	GR	0	INOVACAO  		S	N
69	8704	HJ EMULSAO BASE 50%                     	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
70	8705	HJ KINAT 50                             	INOVACAO  	0.15	0.0000	GR	0	INOVACAO  		S	N
71	8706	HJ KINAT 60                             	INOVACAO  	0.16	0.0000	GR	0	INOVACAO  		S	N
72	8707	DEFLOC QR                               	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
73	8708	HJ GOLD PLUS 30+60                      	INOVACAO  	0.14	0.0000	GR	0	INOVACAO  		S	N
74	8711	VG                                      	INOVACAO  	0.21	0.0000	GR	0	INOVACAO  		S	N
75	8712	VG NAT                                  	INOVACAO  	0.20	0.0000	GR	0	INOVACAO  		S	N
76	8713	DEFLOC QR 6%                            	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
77	8714	DEFLOC QR 5%                            	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
78	8715	DEFLOC QR 4%                            	INOVACAO  	0.12	0.0000	GR	0	INOVACAO  		S	N
79	8716	VG50S QR                                	INOVACAO  	146.91	0.0000	KG	0	INOVACAO  		S	N
80	8717	HJ QR 100                               	INOVACAO  	0.19	0.0000	GR	0	INOVACAO  		S	N
81	8718	HJ QR 100 (2)                           	INOVACAO  	0.19	0.0000	GR	0	INOVACAO  		S	N
82	8719	HJ QR 100 (3)                           	INOVACAO  	0.18	0.0000	GR	0	INOVACAO  		S	N
83	8720	HJ QR 100 (4)                           	INOVACAO  	0.18	0.0000	GR	0	INOVACAO  		S	N
84	8721	HJ QR 100 (5)                           	INOVACAO  	0.17	0.0000	GR	0	INOVACAO  		S	N
85	8722	HJ QR 100 (6)                           	INOVACAO  	0.17	0.0000	GR	0	INOVACAO  		S	N
86	8800	HJ EMULSAO                              	INOVACAO  	17.28	0.0000	KG	0	INOVACAO  		S	N
87	8801	HJ EMULSAO 01                           	INOVACAO  	17.31	0.0000	KG	0	INOVACAO  		S	N
88	8802	HJ EMULSAO 02                           	INOVACAO  	17.35	0.0000	KG	0	INOVACAO  		S	N
89	8803	HJ EMULSAO 03                           	INOVACAO  	17.20	0.0000	KG	0	INOVACAO  		S	N
90	8804	HJ EMULSAO 04                           	INOVACAO  	17.24	0.0000	KG	0	INOVACAO  		S	N
91	8805	HJ EMULSAO 05                           	INOVACAO  	0.00	0.0000	KG	0	INOVACAO  		S	N
92	8806	HJ EMULSAO 06                           	INOVACAO  	17.19	0.0000	KG	0	INOVACAO  		S	N
93	8807	HJ EMULSAO 07                           	INOVACAO  	0.00	0.0000	KG	0	INOVACAO  		S	N
94	8808	HJ EMULSAO 08                           	INOVACAO  	0.00	0.0000	KG	0	INOVACAO  		S	N
95	8809	HJ EMULSAO 09                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
96	8810	HJ EMULSAO 10                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
97	8811	HJ EMULSAO 11                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
98	8812	HJ EMULSAO 12                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
99	8813	HJ EMULSAO 13                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
100	8814	HJ EMULSAO 14                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
101	8815	HJ EMULSAO 15                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
102	8816	HJ EMULSAO 16                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
103	8817	HJ EMULSAO 17                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
104	8818	HJ EMULSAO 18                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
105	8819	HJ EMULSAO 19                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
106	8820	HJ EMULSAO 20                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
107	8821	HJ EMULSAO 21                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
108	8822	HJ EMULSAO 22                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
109	8823	HJ EMULSAO 23                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
110	8824	HJ EMULSAO 24                           	INOVACAO  	0.01	0.0000	GR	0	INOVACAO  		S	N
111	8825	HJ EMULSAO 25                           	INOVACAO  	15.39	0.0000	GR	0	INOVACAO  		S	N
112	8826	HJ EMULSAO 26                           	INOVACAO  	15.80	0.0000	GR	0	INOVACAO  		S	N
113	8827	HJ EMULSAO 27                           	INOVACAO  	0.02	0.0000	GR	0	INOVACAO  		S	N
114	8828	HJ EMULSAO 28                           	INOVACAO  	0.02	0.0000	GR	0	INOVACAO  		S	N
115	8829	HJ EMULSAO 29                           	INOVACAO  	43.15	0.0000	KG	0	INOVACAO  		S	N
116	8830	NATRUCAN LIQUIDO                        	INOVACAO  	1.17	0.0000	KG	0	INOVACAO  		S	N
117	8831	NATRUCAN SUSPENSAO PLUS                 	INOVACAO  	9.52	0.0000	KG	0	INOVACAO  		S	N
118	8832	NATRUCAN LQ.                            	INOVACAO  	8.88	0.0000	KG	0	INOVACAO  		S	N
119	8833	OX-GRAM QR 80                           	INOVACAO  	0.03	0.0000	GR	0	INOVACAO  		S	N
120	8834	OXIGRAM QR 70                           	INOVACAO  	0.03	0.0000	GR	0	INOVACAO  		S	N
121	8835	OXIGRAM QR 60                           	INOVACAO  	0.02	0.0000	GR	0	INOVACAO  		S	N
122	8836	HJ EMULSAO 150 DISPONIL                 	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
123	8837	HJ EMULSAO 150                          	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
124	8838	HJ EMULSAO 150 SOKALAN CP9              	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
125	8839	HJ EMULSAO 150 POWERBLOX SP-20          	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
126	8840	HJ EMULSAO 150 COADIS 144A              	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
127	8841	HJ EMULSAO 150 DISPERMOL SK             	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
128	8842	HJ EMULSAO 150 UNIMOL 2000 P AL         	INOVACAO  	0.04	0.0000	GR	0	INOVACAO  		S	N
129	8843	HJ EMULSAO 150 POWERBLOX D-518          	INOVACAO  	0.06	0.0000	GR	0	INOVACAO  		S	N
130	8850	HJ EMULSAO GOLD                         	INOVACAO  	0.03	0.0000	GR	0	INOVACAO  		S	N
131	8851	FILTERPOL - AMOSTRA                     	INOVACAO  	0.02	0.0000	GR	0	INOVACAO  		S	N
132	10650	OXATIL QR650                            	BASF      	2.81	0.0000	KG	0	BASF      		S	N
133	10660	OXATIL QR660 BA                         	BASF      	1.95	0.0000	KG	0	BASF      		S	N
134	10700	OXATIL QR620 AP                         	BASF      	3.30	0.0000	KG	0	BASF      		S	N
135	10800	OXATIL QR630                            	BASF      	3.19	0.0000	KG	0	BASF      		S	N
136	11000	BIOXATIL QR70 HIBRIDO                   	BASF      	6.80	0.0000	KG	0	BASF      		S	N
137	11010	BIOXATIL QR71 PLUS AP                   	BASF      	5.42	0.0000	KG	0	BASF      		S	N
138	11020	BIOXATIL QR72 PLUS                      	BASF      	5.28	0.0000	KG	0	BASF      		S	N
139	11700	BIOXATIL QR700 BA                       	BASF      	1.76	0.0000	KG	0	BASF      		S	N
140	11710	BIOXATIL QR710 BA                       	BASF      	1.76	0.0000	KG	0	BASF      		S	N
141	12010	OXATIL QR62 AP                          	BASF      	3.12	0.0000	KG	0	BASF      		S	N
142	80001	TEXAPON IND EXPORTACAO                  	IND.TERC  	51.25	0.0000	KG	0	IND.TERC  		S	N
143	80002	TIXOSIL IND EXPORTACAO                  	IND.TERC  	29.76	0.0000	KG	0	IND.TERC  		S	N
144	80100	EMBALAGENS IND EXPORTACAO               	IND.TERC  	6.56	0.0000	UN	0	IND.TERC  		S	N
145	80101	PALETIZACAO                             	IND.TERC  	0.48	0.0000	UN	0	IND.TERC  		S	N
146	100001	TENSAPOL L 61                           	M.PRIMAS  	8.81	0.0000	GR	0	BASF      		S	S
147	100002	ETANOL                                  	M.PRIMAS  	2.48	0.0000	GR	0	M.PRIMAS  		S	S
148	100003	HYFLO SUPER CEL CELITE                  	M.PRIMAS  	15.41	1549512.0000	GR	920238	M.PRIMAS  		S	N
149	100005	ACIDO CINAMICO 99%                      	M.PRIMAS  	0.88	0.0000	GR	0	M.PRIMAS  		S	S
150	100006	ACIDO 3 NITRO - ROXARSONE               	M.PRIMAS  	268.56	0.0000	GR	0	M.PRIMAS  		S	S
151	100007	ALKOPON NS                              	M.PRIMAS  	7.69	0.0000	GR	0	M.PRIMAS  		S	S
152	100008	ACIDO SULFURICO 98%                     	M.PRIMAS  	11.00	38497.0000	GR	42300	M.PRIMAS  		S	N
153	100010	AGUA POTAVEL                            	M.PRIMAS  	0.02	9970608468.0000	GR	0	M.PRIMAS  		S	N
154	100011	AGUA POTAVEL                            	M.PRIMAS  	0.02	9923072118.0000	GR	0	M.PRIMAS  		S	N
155	100012	AGUA POTAVEL                            	M.PRIMAS  	0.02	9989836314.0000	GR	0	M.PRIMAS  		S	N
156	100013	AGUA DEIONIZADA                         	M.PRIMAS  	5.00	0.0000	GR	0	M.PRIMAS  		S	S
157	100014	ACIDO CITRICO                           	M.PRIMAS  	22.28	494.0000	GR	0	M.PRIMAS  		S	S
158	100015	OLEO DE SOJA REFINADO                   	M.PRIMAS  	1.94	0.0000	GR	0	M.PRIMAS  		S	S
159	100016	NEOMICINA SULFATO MICRONIZADO           	M.PRIMAS  	10.00	0.0000	GR	0	M.PRIMAS  		S	S
160	100017	ESTREPTOMICINA SULFATO 98%              	M.PRIMAS  	98.45	0.0000	GR	0	M.PRIMAS  		S	S
161	100018	ANTI ESPUMA (O-FOAM)                    	M.PRIMAS  	26.15	16705.0000	GR	22980	M.PRIMAS  		S	N
162	100019	FOSFATO DISSODICO                       	M.PRIMAS  	15.82	693.0000	GR	0	M.PRIMAS  		S	S
163	100020	GEROPON T 36                            	M.PRIMAS  	133.06	0.0000	GR	765090	M.PRIMAS  		S	N
164	100021	POWERBLOX D-305                         	M.PRIMAS  	1.00	0.0000	GR	1920	M.PRIMAS  		S	S
165	100022	TERSPERSE 2700                          	M.PRIMAS  	76.86	0.0000	GR	569982	M.PRIMAS  		S	S
166	100023	RHODOPOL 23                             	M.PRIMAS  	138.55	0.0000	GR	69906	M.PRIMAS  		S	N
167	100024	UNIMOL 2000 P AL                        	M.PRIMAS  	16.79	0.0000	GR	0	M.PRIMAS  		S	N
168	100025	PRAIDMUL EBSA                           	M.PRIMAS  	4.74	0.0000	GR	0	M.PRIMAS  		S	S
169	100026	TEXAPON HBN DM                          	M.PRIMAS  	3.94	0.0000	GR	0	M.PRIMAS  		S	S
170	100027	TEXAPON N 70                            	M.PRIMAS  	11.64	0.0000	GR	0	M.PRIMAS  		S	S
171	100028	POWERBLOX D-518                         	M.PRIMAS  	411.71	0.0000	GR	0	M.PRIMAS  		S	N
172	100030	FORMOL EST 37%                          	M.PRIMAS  	2.01	0.0000	GR	0	M.PRIMAS  		S	S
173	100032	VISKOPAN                                	M.PRIMAS  	6.78	0.0000	GR	0	M.PRIMAS  		S	S
174	100035	PMX 0156 SILANOL FLUID 200              	M.PRIMAS  	7.60	0.0000	GR	0	M.PRIMAS  		S	S
175	100040	PROXEL GXL (HIDR.SODIO-BENZISOTIAZOLIN) 	M.PRIMAS  	39.98	0.0000	GR	23000	M.PRIMAS  		S	N
176	100045	PERKASIL SM 660                         	M.PRIMAS  	5.07	0.0000	GR	0	M.PRIMAS  		S	S
177	100050	PROPILENOGLICOL 100%                    	M.PRIMAS  	13.33	163526.0000	ML	117909	M.PRIMAS  		S	N
178	100052	SIPERNAT 22                             	M.PRIMAS  	5.80	0.0000	GR	0	M.PRIMAS  		S	S
179	100055	LIOCIDE BT 20                           	M.PRIMAS  	47.88	382123.0000	GR	195345	M.PRIMAS  		S	N
180	100058	QUATERCAP L-100                         	M.PRIMAS  	13.69	0.0000	GR	0	M.PRIMAS  		S	S
181	100060	AGUA OXIGENADA PEROXIDO HIDROGENIO 50%  	M.PRIMAS  	0.00	188400.0000	GR	123750	M.PRIMAS  		S	N
182	100065	APRESCRYL UMEC P55GA PLAST              	M.PRIMAS  	8.28	0.0000	GR	86000	M.PRIMAS  		S	S
183	100069	PROCESSADO KAMORAN (REPROCESSO)         	M.PRIMAS  	126.90	0.0000	GR	0	M.PRIMAS  		S	S
184	100070	ANTIESPUMANTE MH 10                     	M.PRIMAS  	12.10	0.0000	GR	0	M.PRIMAS  		S	S
185	100075	FLUENT CANE 113                         	M.PRIMAS  	8.74	0.0000	GR	0	M.PRIMAS  		S	S
186	100080	FLUENT CANE 149                         	M.PRIMAS  	10.01	0.0000	GR	0	M.PRIMAS  		S	S
187	100085	K-120                                   	M.PRIMAS  	12.30	0.0000	GR	0	M.PRIMAS  		S	S
188	100090	CLORETO DE ZINCO ANIDRO                 	M.PRIMAS  	13.80	555000.0000	GR	186175	M.PRIMAS  		S	N
189	100091	CLORETO DE ZINCO ANIDRO IMPORTADO       	M.PRIMAS  	21.56	0.0000	GR	0	M.PRIMAS  		S	N
190	100095	HIDROXIDO DE CALCIO                     	M.PRIMAS  	5.15	460307.0000	GR	316932	M.PRIMAS  		S	N
191	100100	PROCESSADO TOPMIX (REPROCESSO)          	M.PRIMAS  	91.67	0.0000	GR	0	M.PRIMAS  		S	S
192	100101	TENSAPOL L 101                          	M.PRIMAS  	6.34	0.0000	GR	0	M.PRIMAS  		S	S
193	100103	ADDTICH HIBRIDO W103                    	M.PRIMAS  	1.76	0.0000	GR	0	M.PRIMAS  		S	S
194	100104	ADDTICH DISPERSANTE W104                	M.PRIMAS  	1.76	0.0000	GR	0	M.PRIMAS  		S	S
195	100105	ADDTICH ANTIESPUMANTE W105              	M.PRIMAS  	1.95	16660.0000	GR	0	M.PRIMAS  		S	S
196	100106	CLORITO DE SODIO                        	M.PRIMAS  	0.96	0.0000	GR	0	M.PRIMAS  		S	S
197	100107	SAPONINA ORGANICO                       	M.PRIMAS  	996.24	0.0000	GR	0	M.PRIMAS  		S	S
198	100108	CORANTE VERMELHO 22                     	M.PRIMAS  	100.00	0.0000	GR	0	M.PRIMAS  		S	S
199	100109	CARBONATO DE SODIO-BARRILHA LEVE 98-99% 	M.PRIMAS  	2.13	0.0000	GR	0	M.PRIMAS  		S	S
200	100110	POLIOL POLIETER ARCOL F-3040            	M.PRIMAS  	11.27	0.0000	GR	0	M.PRIMAS  		S	S
201	100111	SAPONINA LIQUIDA                        	M.PRIMAS  	521.22	1623235.0000	GR	931275	M.PRIMAS  		S	N
202	100112	POLIOL PPG 1000                         	M.PRIMAS  	12.09	0.0000	GR	0	M.PRIMAS  		S	S
203	100114	HIDROXIDO DE SODIO                      	M.PRIMAS  	6.47	0.0000	GR	0	M.PRIMAS  		S	S
204	100115	CARBONATO DE SODIO ANIDRO P.A.          	M.PRIMAS  	0.88	5000.0000	GR	0	M.PRIMAS  		S	S
205	100116	NITRATO DE PRATA EM SOLUCAO 0,1N FAT.   	M.PRIMAS  	0.88	0.0000	GR	0	M.PRIMAS  		S	S
206	100118	POWERBLOX SP-20                         	M.PRIMAS  	50.00	0.0000	GR	0	M.PRIMAS  		S	S
207	100119	COADIS 144A                             	M.PRIMAS  	19.83	0.0000	GR	2899800	M.PRIMAS  		S	N
208	100120	DISPERMOL SK                            	M.PRIMAS  	25.10	0.0000	GR	0	M.PRIMAS  		S	S
209	100121	CLORIDRATO DE CLOREXIDINA 98 A 99%      	M.PRIMAS  	114.42	0.0000	GR	0	M.PRIMAS  		S	S
210	100130	KELZAN ADVANCED PERFORMANCE             	M.PRIMAS  	0.00	0.0000	GR	0	M.PRIMAS  		S	S
211	100135	IMBIBENTE GE/B                          	M.PRIMAS  	22.59	811749.0000	GR	600378	M.PRIMAS  		S	N
212	100137	LAURIL SULFATO DE SODIO 90%             	M.PRIMAS  	42.68	523550.0000	GR	146736	M.PRIMAS  		S	N
213	100138	AGNIQUE SLS 2490 P-B                    	M.PRIMAS  	23.63	0.0000	GR	0	M.PRIMAS  		S	S
214	100139	LAURIL SULF. SODIO - ALKOPON NS ECO 92 F	M.PRIMAS  	7.96	0.0000	GR	0	M.PRIMAS  		S	N
215	100140	LAURIL SULF. SODIO - ALKOPON NS ECO 92 N	M.PRIMAS  	24.31	3416800.0000	GR	1725840	M.PRIMAS  		S	N
216	100141	LAURIL ETER SULFATO 70% PASTA           	M.PRIMAS  	5.50	200.0000	GR	0	M.PRIMAS  		S	S
217	100142	LAURIL ETER SULFATO DE SODIO C          	M.PRIMAS  	2.15	200.0000	GR	0	M.PRIMAS  		S	S
218	100143	LAURIL SULFATO DE SODIO NAT             	M.PRIMAS  	5.57	0.0000	GR	383400	M.PRIMAS  		S	S
219	100144	LAURIL SULF. SODIO ALKOPON MOIDO        	M.PRIMAS  	26.01	0.0000	GR	1644900	M.PRIMAS  		S	S
220	100151	OXITETRACICLINA BASE 98%                	M.PRIMAS  	44.76	770000.0000	GR	768000	M.PRIMAS  		S	N
221	100160	GOMA XANTANA                            	M.PRIMAS  	45.00	0.0000	GR	0	M.PRIMAS  		S	N
222	100165	ULTRANEX NP 60                          	M.PRIMAS  	14.45	0.0000	GR	0	M.PRIMAS  		S	S
223	100170	ULTRANEX NP 95                          	M.PRIMAS  	2.01	0.0000	GR	0	M.PRIMAS  		S	S
224	100175	AMIDA 90                                	M.PRIMAS  	9.55	0.0000	GR	0	M.PRIMAS  		S	S
225	100180	REXAPON 165                             	M.PRIMAS  	9.87	0.0000	GR	0	M.PRIMAS  		S	S
226	100185	CLORETO BENZALCONIO 50%                 	M.PRIMAS  	12.77	0.0000	GR	0	M.PRIMAS  		S	S
227	100190	VANTOCIL IB UN3082 III                  	M.PRIMAS  	26.30	0.0000	GR	0	M.PRIMAS  		S	S
228	100200	DEGRESSAL AL 450                        	M.PRIMAS  	6.88	0.0000	GR	0	M.PRIMAS  		S	S
229	100210	SOKALAN AL 512 S                        	M.PRIMAS  	1.87	0.0000	GR	0	M.PRIMAS  		S	S
230	100215	SOKALAN CP9                             	M.PRIMAS  	12.37	600.0000	GR	0	M.PRIMAS  		S	S
231	100220	1000 NS50096 - PROTEASE ACIDA           	M.PRIMAS  	1.50	0.0000	GR	0	M.PRIMAS  		S	S
232	100231	TYLAN PREMIX G-250                      	M.PRIMAS  	280.00	0.0000	GR	0	M.PRIMAS  		S	S
233	100253	KAMORAN INTERMEDIARIO                   	M.PRIMAS  	262.06	23266189.0000	GR	21642189	M.PRIMAS  		S	N
234	100255	KAMORAN INTERMEDIARIO TECNICO           	M.PRIMAS  	129.48	0.0000	GR	1500000	M.PRIMAS  		S	S
235	100263	KAMORAN INTERMEDIARIO EXPORTACAO        	M.PRIMAS  	70.57	0.0000	GR	11535552	M.PRIMAS  		N	N
236	100269	KAMORAN                                 	M.PRIMAS  	0.03	0.0000	GR	0	M.PRIMAS  		S	S
237	100277	KAMORAN WP                              	M.PRIMAS  	0.11	0.0000	GR	0	M.PRIMAS  		S	S
238	100280	PROCESSADO FERMENTUM (REPROCESSO)       	M.PRIMAS  	74.73	0.0000	GR	0	M.PRIMAS  		S	S
239	100300	SORBITOL 70%                            	M.PRIMAS  	13.98	0.0000	GR	0	M.PRIMAS  		S	S
240	100301	CORSTAN                                 	M.PRIMAS  	0.09	0.0000	GR	0	M.PRIMAS  		S	S
241	100302	SURMAX 100                              	M.PRIMAS  	50.11	0.0000	GR	0	M.PRIMAS  		S	S
242	100304	AGRHO BR 012                            	M.PRIMAS  	0.67	0.0000	GR	0	M.PRIMAS  		S	S
243	100305	AGRHO BR 013 - A                        	M.PRIMAS  	0.67	0.0000	GR	0	M.PRIMAS  		S	S
244	100306	AGRHO BR 013 - B                        	M.PRIMAS  	0.67	0.0000	GR	0	M.PRIMAS  		S	S
245	100307	FERMOCEL                                	M.PRIMAS  	7.34	0.0000	GR	0	M.PRIMAS  		S	S
246	100311	PROCESSADO SPECTRAN (REPROCESSO)        	M.PRIMAS  	72.24	0.0000	GR	0	M.PRIMAS  		S	S
247	100315	DIOXIDO DE CLORO / ART SEPT DC          	M.PRIMAS  	4.40	7600.0000	GR	0	M.PRIMAS  		S	S
248	100320	GEROPON SDS                             	M.PRIMAS  	14.20	0.0000	GR	0	M.PRIMAS  		S	S
